timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-01-26T00:01:30.252465+07:00,Hồ Chí Minh,68,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,72%
2025-01-26T01:01:41.266399+07:00,Hồ Chí Minh,69,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,5.5 km/h,74%
2025-01-26T02:01:30.951404+07:00,Hồ Chí Minh,64,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,74%
2025-01-26T03:01:35.875784+07:00,Hồ Chí Minh,66,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,77%
2025-01-26T04:01:28.258333+07:00,Hồ Chí Minh,67,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,78%
2025-01-26T06:01:42.439733+07:00,Hồ Chí Minh,67,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,11.1 km/h,78%
2025-01-26T07:04:32.139138+07:00,Hồ Chí Minh,69,/dl/web/weather/ic-w-02-new-clouds-full.svg,9.2 km/h,80%
2025-01-26T08:28:48.786334+07:00,Hồ Chí Minh,77,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,78%
2025-01-26T09:23:09.473961+07:00,Hồ Chí Minh,92,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,77%
2025-01-26T10:03:21.139749+07:00,Hồ Chí Minh,92,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,77%
2025-01-26T11:01:49.340193+07:00,Hồ Chí Minh,119,/dl/web/weather/ic-w-02-new-clouds-full.svg,9.2 km/h,78%
2025-01-26T12:01:41.830452+07:00,Hồ Chí Minh,152,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,5.5 km/h,69%
2025-01-26T13:01:44.375615+07:00,Hồ Chí Minh,152,/dl/web/weather/ic-w-02-new-clouds-full.svg,6.4 km/h,68%
2025-01-26T14:01:39.930196+07:00,Hồ Chí Minh,149,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,58%
2025-01-26T15:01:42.945726+07:00,Hồ Chí Minh,151,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,55%
2025-01-26T16:01:41.244162+07:00,Hồ Chí Minh,152,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,64%
2025-01-26T17:01:50.341149+07:00,Hồ Chí Minh,146,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,65%
2025-01-26T18:01:40.542760+07:00,Hồ Chí Minh,119,/dl/web/weather/ic-w-02-new-clouds-full.svg,12.9 km/h,70%
2025-01-26T19:01:56.732503+07:00,Hồ Chí Minh,84,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.7 km/h,72%
2025-01-26T20:03:19.941119+07:00,Hồ Chí Minh,86,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.7 km/h,72%
2025-01-26T21:01:36.821949+07:00,Hồ Chí Minh,85,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,14.8 km/h,71%
2025-01-26T22:01:41.714529+07:00,Hồ Chí Minh,87,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,72%
2025-01-26T23:01:47.885834+07:00,Hồ Chí Minh,88,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,71%
2025-01-27T00:01:52.117303+07:00,Hồ Chí Minh,84,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.8 km/h,71%
2025-01-27T01:01:59.870367+07:00,Hồ Chí Minh,84,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,72%
2025-01-27T02:01:48.685198+07:00,Hồ Chí Minh,86,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,9.2 km/h,73%
2025-01-27T03:01:41.715255+07:00,Hồ Chí Minh,92,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,5.5 km/h,74%
2025-01-27T04:01:41.459396+07:00,Hồ Chí Minh,99,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,6.4 km/h,70%
2025-01-27T05:01:35.419820+07:00,Hồ Chí Minh,105,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,9.2 km/h,67%
2025-01-27T06:01:40.647270+07:00,Hồ Chí Minh,104,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,5.5 km/h,68%
2025-01-27T07:04:29.839067+07:00,Hồ Chí Minh,98,/dl/web/weather/ic-w-01-clear-sky-full.svg,5.5 km/h,67%
2025-01-27T08:28:42.315580+07:00,Hồ Chí Minh,114,/dl/web/weather/ic-w-01-clear-sky-full.svg,6.4 km/h,67%
2025-01-27T09:22:50.908451+07:00,Hồ Chí Minh,137,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,65%
2025-01-27T10:03:23.859340+07:00,Hồ Chí Minh,137,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,65%
2025-01-27T11:01:58.083547+07:00,Hồ Chí Minh,143,/dl/web/weather/ic-w-01-clear-sky-full.svg,7.4 km/h,65%
2025-01-27T12:01:55.338626+07:00,Hồ Chí Minh,129,/dl/web/weather/ic-w-01-clear-sky-full.svg,7.4 km/h,57%
2025-01-27T13:01:57.033751+07:00,Hồ Chí Minh,111,/dl/web/weather/ic-w-01-clear-sky-full.svg,5.5 km/h,51%
2025-01-27T14:01:45.238813+07:00,Hồ Chí Minh,106,/dl/web/weather/ic-w-01-clear-sky-full.svg,9.2 km/h,59%
2025-01-27T15:01:59.785869+07:00,Hồ Chí Minh,96,/dl/web/weather/ic-w-01-clear-sky-full.svg,5.5 km/h,57%
2025-01-27T16:01:49.982892+07:00,Hồ Chí Minh,92,/dl/web/weather/ic-w-01-clear-sky-full.svg,6.4 km/h,53%
2025-01-27T17:01:56.275738+07:00,Hồ Chí Minh,96,/dl/web/weather/ic-w-01-clear-sky-full.svg,5.5 km/h,52%
2025-01-27T18:01:42.302657+07:00,Hồ Chí Minh,117,/dl/web/weather/ic-w-01-clear-sky-full.svg,16.1 km/h,63%
2025-01-27T19:02:13.500120+07:00,Hồ Chí Minh,86,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,16.7 km/h,70%
2025-01-27T20:05:19.085447+07:00,Hồ Chí Minh,79,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,13.0 km/h,69%
2025-01-27T21:02:09.573449+07:00,Hồ Chí Minh,81,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,13.0 km/h,69%
2025-01-27T22:01:59.067751+07:00,Hồ Chí Minh,86,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,14.8 km/h,71%
2025-01-27T23:01:54.522936+07:00,Hồ Chí Minh,80,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,70%
2025-01-28T00:01:59.498683+07:00,Hồ Chí Minh,79,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,70%
2025-01-28T01:01:59.458782+07:00,Hồ Chí Minh,82,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,72%
2025-01-28T02:01:43.073117+07:00,Hồ Chí Minh,86,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,73%
